forum_url,subject_num_answer,post_title,post_user,subject_title,post_date,post_text,subject_url,forum_title,subject_user,subject_date
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,soypiedra,Cosas del adicto a la cocaína.,20 de abril de 2012 a las 11:29,"Pide ayuda.
Ve a la policía, a tu familia o a quien sea necesario, huye!
Jamas debes dejar que te ponga una mano encima y si ya lo ha hecho, debes escapar.
no puedes esperar a que un día te mate y salir en las noticias.
Eres joven y tienes una vida entera de felicidad esperándote.
Se fuerte, se libre, se feliz!!",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,soypiedra,Cosas del adicto a la cocaína.,20 de abril de 2012 a las 11:42,"Lo sé.
No voy a excusarme, se que en el fondo no es mala persona, se que en el fondo él quiere otra vida y se que la coca, le mina las fuerzas de luchar por eso, por mi.
He intentado ayudarle, de veras, llevo mas de dos años día a día detrás y solo he conseguido que lo admita, pero no hace nada al respecto, siempre hay una buena excusa para no acudir a las citas con el medico, siempre hay algo.
Y siempre dice que solo toma cuando esta depre, porque yo no le trato bien o porque no llega a final de mes o porque esta lloviendo, las escusas son varias, pero al final lo hace.
Y cuando le pillo, llora, suplica perdón y dice que esta si, esta vez es la definitiva....hasta la siguiente, y así día a día.
¿Que mas puedo hacer? no puedo llevarlo del brazo al medico, no puedo obligarle.
El tiene mucha familia aquí, y por fin me he decidido y voy a contárselo, yo necesito ayuda para superar esto y él también. y desde luego mi ayuda no es suficiente.
Alejarme, lo necesito, por mi cabeza, por mi salud, por mi vida. Yo no tomo las drogas pero también me afectan.",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,elboladeja,Cosas del adicto a la cocaína.,10 de mayo de 2012 a las 8:54,"Soy adicto
y lo mejor va hacer que busque ayuda en narcoticos anonimos un programa simple y gratuito y que ah ayudado a miles de adictos a salir de las drogas tambien te seguiero que tu agas un grupito que se llama nar anon que es para familiares de adictos teva a yudar y mucho espeor que mi sugerncia te sirv de algo  se fuerte fuerza y adelante",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,elboladeja,Cosas del adicto a la cocaína.,10 de mayo de 2012 a las 8:55,"Busca ayuda
y lo mejor va hacer que busque ayuda en narcoticos anonimos un programa simple y gratuito y que ah ayudado a miles de adictos a salir de las drogas tambien te seguiero que tu agas un grupito que se llama nar anon que es para familiares de adictos teva a yudar y mucho espeor que mi sugerncia te sirv de algo  se fuerte fuerza y adelante",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,soypiedra,Cosas del adicto a la cocaína.,11 de mayo de 2012 a las 20:21,"Gracias!
Gracias por tus palabras.
Pero ni él quiere ir a un centro o algo donde se pueda saber directamente que es adicto, ni yo tengo ganas ya de obligarlo.
Se acabo.
En verano seré libre y feliz!",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,elboladeja,Cosas del adicto a la cocaína.,12 de mayo de 2012 a las 5:04,"No te procupes
tu lo unico que tienes que decirle es que hay un grupo yamado narocitcos anonimos que l puede ayudar si no quiere pues dejalo por que tu vida va hacer un infierno y por lo que contas lo esta siendo date la oportunidad tu no puedes cambiar a nadie el que tiene que cambiar es el",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,elboladeja,Cosas del adicto a la cocaína.,12 de mayo de 2012 a las 5:08,"Te sugiero que si lo quieres que le des a elegir
ENTRE LA DROGA Y TU Y SI LA ELIGE A ELLAES POR QUE NO TE QUIERE PUES DEJALO Y ADVIERTTELE TODO LO QUE LE PUEDE PASAR TU NO TE MERECES TAMPOCO VIVIRMAL PASALE EL MENSAJE Y SI NO WQUIERE YA LE VA A TYEGAR SU TIEMPO
todo pasa tu no puede s cambiar a las personas las que tiene n que cambiar son ella s un abrazo y espero saber pronto de vos",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,pepita1092,Cosas del adicto a la cocaína.,15 de mayo de 2012 a las 7:01,"Hola valiente
Lo importante es que ya abriste los ojos ahora lo que viene es actuar, no se si lo amas hasta ya no mas, pero en verdad no te conviene y menos por tus hijitos.Mira me ino debes ser una mujer muy guapa e inteligente y hay muchos  hombres buenos que  tu te mereces, mira yo fui madre soltera por 16 a;os y ahora tengo un esposo maravilloso valio la espera. Quiero ontarte que tengo una hija y ha salido tan revelde y vive con un novio que consume drogas y tambien ella debe estar en ese plan..daria mi vida porque esto nunca hubiera sucedido por cambiar esta realidad, pues no tuvo malos ejemplos mios, solo trabajo y salir adelante, pero estoy tan profundamente triste por esto, el dolor sobrepasa mis fuerzas.",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,quieroserfeliz29,Cosas del adicto a la cocaína.,17 de mayo de 2012 a las 14:57,"Te entiendo
Hola acabo de leer tu mensaje y te entiendo muy bien. Yo he tenido una relacion con un cocainomano durante casi 6 años, y me di cuenta de su problema a los 3 años. En mi caso el nunca me lo admitio, siempre eran paranoias mias.. pero no lo eran. Yo me converti en una policia le miraba todo, la cartera, los bolsillos...y siempre encontraba pistas, hasta rayas he llegado a encontrar y me decia q no era droga. En tu caso lo bueno q tienes es q el te lo ha admitido pero tienes q convencerlo para ir a un centro a q le ayuden, xq por voluntad propia es muy dificil q lo dejen, estan enfermos y creen q lo pueden dejar hasta q recaen. Y cada vez q recaen tu te hundes. No te conviertas en una policia, en la farmacia hay test de orina y de sudor, y cuando tengas dudas dile q se haga un test para q te demuestre q no lo hace, los sintomas son faciles de ver asi q si dudas le haces el test. Yo me compre test del sudor de arifarm q se lo puedes hacer sin q se de cuenta simplemente pasandolo por una camiseta sudada.
Tb te digo q yo hace dos meses q decidi dejar a mi pareja porqe era un sinvivir, ahora estoy muy mal xq le quiero mucho pero es muy duro convivir con un cocainomano.. tienen muchos cambios de humor, mienten muchisimo, se gastan todo el dinero q pillan y sobre todo q es muy duro compartir tu vida con alguien q en realidad se la esta destrozando.
Te mando mucho animo y mucha fuerza xq te va ha hacer falta. Pero q sepas q no estas sola y somos muchas mujeres en tu misma situacion. Tu eres quien decide si quieres esa vida o no.",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,soypiedra,Cosas del adicto a la cocaína.,21 de mayo de 2012 a las 10:37,"A todos gracias!!!!
Gracias por el apoyo, por los consejos, por las ideas!!
Solo deciros que me siento mejor cada vez que alguien me explica su caso, y me dice, puedes volver a ser feliz...
Quiero ser feliz!!! Es tan difícil entenderlo?
Ayer discutimos y me pregunto cual era mi problema.
Tu y las drogas, sois mi problema, le respondí.
Y el me dijo; haz las maletas y vete.
¿Que mas puedo esperar?
Pues adiós amigo!!",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,andrea5117,Cosas del adicto a la cocaína.,25 de mayo de 2012 a las 20:40,"Muchisimas graciass
si leia este mensaje antes seguro k me uviera ahorrado mucho sufrimiento ,yo asta me senti culpable cuando me echava la culpa de todo y si saves mas me encantaria k sigas escribiendo grasiasssssss",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,soypiedra,Cosas del adicto a la cocaína.,5 de junio de 2012 a las 23:20,"Nuevo escondite...
Para que lo sepáis, ayer me sorprendí con un nuevo y novedoso escondite de la coca.
Se trata de los libros, si!! Libros.
Echan la coca sin bolsita ni nada entre las paginas, siempre buscando el lugar donde la tapa y las hojas hacen un huequito.
Bien pegado al interior, así pueden dejar el libro sobre otros y decir que van a leer. La raya, se la pueden hacer en las mismas hojas, yo no lo sabía, pero por lo visto es un buen sitio.
Y entre los almohadones del sofá, anda que si lo llego a saber, la de cosas que hay ademas de monedas, pendientes y palomitas!!
Me lo estoy tomando con humor, como veréis...solo me quedan unos días para poder irme de este infierno.... y no pienso llorar mas.
Ser fuertes, ser libres, ser felices!!",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,63,Cosas del adicto a la cocaína.,soypiedra,Cosas del adicto a la cocaína.,14 de julio de 2012 a las 13:19,"Libertad....que preciado tesoro!!
A todas y todos.
Por fin después de tres años de locura, después de un año intentando volver a la normalidad. He podido escapar de esta miseria.
Me fui, ahí se quedo él con sus falsas promesas, sus mentiras y todo el dolor.
Ahora soy feliz, ahora no rebusco en los cajones y vigilo cualquier polvo sospechoso sobre las mesas.
Ahora soy libre.
No os negare que duela separarse de una persona a la que has querido y que durante mucho tiempo desconfiare de todo aquel que se acerque a mi.
Pero os aseguro que dejarlo es la mejor decisión, alguien que os daña NO os quiere.
Suerte a todos los que estáis aun luchando.
Ser fuertes, ser libres, ser felices!!",http://salud.enfemenino.com/foro/cosas-del-adicto-a-la-cocaina-fd1225255,Salud,soypiedra,9 de mayo a las 9:13
http://salud.enfemenino.com/foro/all,90,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,Jackie,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,24 de octubre de 2005 a las 21:56,"Si durante el embarazo hay alguna hemorragía
no es la regla, es un sangrado y debe ser comentado al ginecólogo.",http://salud.enfemenino.com/foro/es-posible-esto-vaya-ocurrencia-la-mia-embarazo-y-regla-a-la-vez-fd81475,Salud,natu32,9 de mayo a las 9:52
http://salud.enfemenino.com/foro/all,21,Sirope de savia,dayoda,Sirope de savia,1 de mayo a las 2:16,"Hola!! Había iniciado una conversación acerca de este tema, pero nadie me contesta. Hoy es mi primer día de la ""cura"". Tú al final ya empezaste? Que tal?",http://salud.enfemenino.com/foro/sirope-de-savia-fd4826026,Salud,maerc,9 de mayo a las 9:47
http://salud.enfemenino.com/foro/all,90,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,inma701,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,25 de octubre de 2005 a las 21:26,"Mi tia tuvo 8 hijos
Hola,
Mi tia tuvo 8 hijos con la regla, al final el ginecologo le recomendó hacerse la ligadura de trompas pq sino serian muchos más. Se daba cuenta de los embarazos cuando le salía la barriga.
Así que la respuesta es SIIIII.",http://salud.enfemenino.com/foro/es-posible-esto-vaya-ocurrencia-la-mia-embarazo-y-regla-a-la-vez-fd81475,Salud,natu32,9 de mayo a las 9:52
http://salud.enfemenino.com/foro/all,90,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,baby17100,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,16 de agosto de 2007 a las 2:04,"Hola
A mi si que me interesa el tema la verdad, bueno soy muy joven pero me encantaria ser una mama joven.
Y ya que encontre este tema buscando lo mismo, la misma duda queria saber algo más..
-Si te baja la regla cada mes normalmente y en la fecha correspondiente tambien, a la hora de hacerte un test de famacia,te sale igul el positivo?
-Yo cada mes me noto el pexo mas inchado,hay dias que me duele muchisimo nose si por los sujetadores pero eso era sin tener la menstruacion, ahora ya me vino, pero el primer dia de esta vomité que fue ayer,pero ya esta, hoy tengo un monton de mal de cabeza y sin ganas de hacer nada, me siguen dando pinxazos en los ovarios en cuando al segundo dia suelo estar mejor y sin dolores.
-Bueno me surgieroon estas dudas,porqe hace como tres meses que jugamos aunke no lo emos hacer mas,pero estoy rarisima estos meses pero como sigo teniendola me fio en qe no lo voy a estar,aveces creo qe son obsesiones mias pero es tanto qe llego a tener la sensacion de si estarlo jj, he engordado un poco bastante pero nose,mi barriga esta llena y dura cuando como y luego siempre esta igual ni delgada ni gorda. Me encantaria tanto quedarme que me vuelvo lokita y vuelvo loco a mi xico, cuando no la tengo la menstru deseo estarlo cuando me viene me vengo un poco abajo y lo mas fuerte eske no lo busco,simplemente que desde ese dia tengo la mania y mirar asi estoy.
Siento todo este royo que os e soltado pero hoy es verdad que el dolor de cabeza lo tengo todo el dia,solo se me va estando acostada en la cama y medio dormida,escribiendoos me duele pero es leve.
Y el pexo mi xiko dice que tambien lo tengo raro, pero las ganas de mear pues las mismas solo que desde hace un tiempo me tengo q levantar preciso a mear por la mañana,bueno,siento todo esto.
seguro que pensais que estoy loca,obsesionada,y que son tonterias pero mira asi salgo de dudas si me respondeis jjj.besos saludos wpas",http://salud.enfemenino.com/foro/es-posible-esto-vaya-ocurrencia-la-mia-embarazo-y-regla-a-la-vez-fd81475,Salud,natu32,9 de mayo a las 9:52
http://salud.enfemenino.com/foro/all,90,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,desi262,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,25 de septiembre de 2007 a las 17:44,"Mi caso
hola...yo no se de nngun caso de este tipo, xo ultimament me lo he estado planteando.
yo tomo pastillas anticonceptivas desd hace 3 meses y en este ultimo mes me deje una, la cuestion es que yo mantube relaciones con mi novio ese mismo día, antes de que me diera cuenta de que me la habia dejado, me la tome rapidament al darme cuenta xo ya habian pasado las 24 horas.
estube nerviosa asta que me vino la regla una semana despues. en teoria me tenia k venir el domingo xo me vino el sabado, supuse que seria x el descuido de la pastilla, xo lo k me hizo pensar mal fue lo rara que fue mi regla: me duro 3 días y iva a ratos, manchava un poco y asta al cabo de un rato nada de nada, me fui fijando y esto no canviaba, cada día era más débil...
en realidad no se que pensar, puede k sea mi mismo miedo k me hace pensar barbaridades como estas.",http://salud.enfemenino.com/foro/es-posible-esto-vaya-ocurrencia-la-mia-embarazo-y-regla-a-la-vez-fd81475,Salud,natu32,9 de mayo a las 9:52
http://salud.enfemenino.com/foro/all,90,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,mayte463,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,31 de octubre de 2007 a las 12:15,"A mi me lo han comentado muxo este caso!!!
ola natu32 yo tengo muxas ganas de tener un bebé y tambien me exo esta misma pregunta mil veces, ayer me vino la regla y estoy muy mal ami no me suele doler muxo la regla pero este mes me esta matando tengo muxisima cantida, mas de la costumbre y por eso e entrado aki por que tambien tengo esta misma duda.",http://salud.enfemenino.com/foro/es-posible-esto-vaya-ocurrencia-la-mia-embarazo-y-regla-a-la-vez-fd81475,Salud,natu32,9 de mayo a las 9:52
http://salud.enfemenino.com/foro/all,21,Sirope de savia,maerc,Sirope de savia,2 de mayo a las 10:14,"Hola!!!! Siii llevo 5 dias!! Hice 2 dias y medio de preayuno y hoy es mi tercer dia de ayuno y la verdad es q lo llevo bastante bien!!  Los dias del preayuno lo pase peor, me dolia mucho la cabeza. Pero desde que no como nada mejor! Y ya he bajado 2 kg 500gr. Voy a 500gr por dia! Tu como lo llevas?? Estas en el ayuno o en el preayuno?",http://salud.enfemenino.com/foro/sirope-de-savia-fd4826026,Salud,maerc,9 de mayo a las 9:47
http://salud.enfemenino.com/foro/all,21,Sirope de savia,dayoda,Sirope de savia,2 de mayo a las 13:42,"Hola!! Yo ya estoy en el ayuno. Es mi tercer día hoy y la verdad estoy muy contenta... creía que me iba a costar más pero la verdad lo estoy llevando muy bien
. Al igual que tú dices me costó más el preayuno que el ayuno. Hasta ahora he perdido 1,600kg, así que bien... Que bien que me hayas contestado!! Así nos vamos contando
. Cuantos días de ayuno tienes pensado hacer?",http://salud.enfemenino.com/foro/sirope-de-savia-fd4826026,Salud,maerc,9 de mayo a las 9:47
http://salud.enfemenino.com/foro/all,21,Sirope de savia,maerc,Sirope de savia,2 de mayo a las 16:32,"Mi intencion es acabar los 2 botes que seran 10 dias... a ver si lo consigo! Si vas por el tercero entonces vamos por el mismo dia! En teoria mañana empezamos a desintoxicar no?? Lo de la lengua te ha pasado? Pq a mi de momento no mucho...
Yo gane unos kg en el embarazo y me gustaria volver a lo q edtaba... adi que mi meta es llegar a 55kg... pq como despues ganas uno o dos ya me quedaria en lo mismo. Empece la cura en 61.7kg.
Tu cuanto pesas y cual ed tu meta?",http://salud.enfemenino.com/foro/sirope-de-savia-fd4826026,Salud,maerc,9 de mayo a las 9:47
http://salud.enfemenino.com/foro/all,90,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,lunadaniel,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,26 de noviembre de 2007 a las 18:02,"Regla y dudas
Hola, he leido vuestros mensajes en el foro sobre tener la regla y estar embaraza.
Estoy con ganas de tener un bebe y auqnue este último mes la verdad no hemos puesto muchas ganas, y tampoco tenía muy seguras las fechas de ovulación,... en meses anteriores si le hemos puesto más ganas.
La cosa es que llevo un par de meses con una regla que me dura día y medio o 2 días máx.
La última este fin de semana que a parte de que creo que me vino como 4 días antes de lo que tenía previsto , empecé el viernes por la mañana y el sábado por la noche ni siquiera manché ya nada hasta hoy lunes.
Me lleva pasando esto un par de meses como os comento, y la verdad no siento molestias ni síntomas especialmente, aunque siento molestias en la tripa como cuando te va a bajar la regla aún hoy.
he pedido día para la matrona por comentarle el caso pero hasta dentro de 10 días no voy, y la verdad me da pereza hacerme el predictor porque es una pasta y al final te llevas un chasco si es que no.
si podeis darme algún comentario o conoceis a alguien que le haya pasado algo así me encantaría recibir vuestras respuestas.
besos",http://salud.enfemenino.com/foro/es-posible-esto-vaya-ocurrencia-la-mia-embarazo-y-regla-a-la-vez-fd81475,Salud,natu32,9 de mayo a las 9:52
http://salud.enfemenino.com/foro/all,90,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,solcito210,Es posible esto?? vaya ocurrencia la mia..(embarazo y regla a la vez)?? ,15 de diciembre de 2007 a las 1:06,"Si es posible tengo dos casos
mi compañera de trabajo sus dos embarazos los detecto a los 3 y 4 meses ya que le venia normal, en dia correcto cada mes manchaba igual que siempre en misma cantidad y se dio cuenta por que comenzo con malestar estomacal y se dio con un pequeño dentro ja!!,
el otro caso fue cuando entro otra chica a trabajar y haciendo el comentario nos conto que ella en su segundo embarazo el primer mes no se dio cuenta ya que le vino igual en cantidad pero dos dias menos y l segundo mes solo le llego dos dias por lo que recien ahi penso que era raro y se fue a la gine y en la eco le dio positiiiiiiivooooo por lo que se ve los casos no son tan extraños como parecen y la verdad es que ya uno no sabe que pensar  si te viene raro corres el riesgo de estar?????? si    existe el riesgo y si te viene y sabes que podes estar con probabilidad de embarazo por hacer los deberes en epoca fertil hazte un test y sal de dudas. no se por que tanto miedo se va a una fermacia no cuentan tanto como para no poder pagarlos te vas a cualquier baño esperando tres horas y listo chicas no se carcoman la cabeza saquen dudas y suigan felices. mucha suerte a todas... y cualquier duda escriban.",http://salud.enfemenino.com/foro/es-posible-esto-vaya-ocurrencia-la-mia-embarazo-y-regla-a-la-vez-fd81475,Salud,natu32,9 de mayo a las 9:52
